url,price,price_text,currency,operation,property_type,neighborhood,city,state,built_m2,land_m2,publication_age,published_date,scraped_at,source_page
https://www.inmuebles24.com/propiedades/clasificado/veclcain-casa-acondicionada-para-oficinas-en-venta-en-san-pedro-150479450.html,14900000,"MN 14,900,000",MXN,venta,Casa,San Pedro de los Pinos,Benito Juárez,Ciudad de México,358.0,193.0,Publicado hace 21 días,2026-07-09T04:46:34Z,2026-07-30T05:47:27.743597+00:00,https://www.inmuebles24.com/casas-en-venta-en-benito-juarez-ordenado-por-fechaonline-descendente.html-pagina-5.html
https://www.inmuebles24.com/propiedades/clasificado/veclcain-casa-con-2-viviendas-independientes-en-el-mismo-150468485.html,8700000,"MN 8,700,000",MXN,venta,Casa,Portales Norte,Benito Juárez,Ciudad de México,280.0,263.0,Publicado hace 22 días,2026-07-08T16:47:49Z,2026-07-30T05:47:27.743597+00:00,https://www.inmuebles24.com/casas-en-venta-en-benito-juarez-ordenado-por-fechaonline-descendente.html-pagina-5.html
https://www.inmuebles24.com/propiedades/clasificado/veclcain-casa-en-narvarte-150425275.html,12900000,"MN 12,900,000",MXN,venta,Casa,Esperanza,Benito Juárez,Ciudad de México,300.0,300.0,Publicado hace 27 días,2026-07-03T21:26:08Z,2026-07-30T05:47:27.743597+00:00,https://www.inmuebles24.com/casas-en-venta-en-benito-juarez-ordenado-por-fechaonline-descendente.html-pagina-5.html
https://www.inmuebles24.com/propiedades/clasificado/veclcain-casa-en-venta-4-150435840.html,11000000,"MN 11,000,000",MXN,venta,Casa,Narvarte Poniente,Benito Juárez,Ciudad de México,242.0,220.0,Publicado hace 26 días,2026-07-05T03:11:39Z,2026-07-30T05:47:27.743597+00:00,https://www.inmuebles24.com/casas-en-venta-en-benito-juarez-ordenado-por-fechaonline-descendente.html-pagina-5.html
https://www.inmuebles24.com/propiedades/clasificado/veclcain-casa-en-venta-en-actipan-150443463.html,15000000,"MN 15,000,000",MXN,venta,Casa,Actipan,Benito Juárez,Ciudad de México,315.0,315.0,Publicado hace 24 días,2026-07-06T16:16:30Z,2026-07-30T05:47:27.743597+00:00,https://www.inmuebles24.com/casas-en-venta-en-benito-juarez-ordenado-por-fechaonline-descendente.html-pagina-5.html
https://www.inmuebles24.com/propiedades/clasificado/veclcain-casa-en-venta-en-del-valle-centro-150495764.html,7350000,"MN 7,350,000",MXN,venta,Casa,Del Valle Centro,Benito Juárez,Ciudad de México,166.0,55.0,Publicado hace 20 días,2026-07-10T21:43:02Z,2026-07-30T05:47:27.743597+00:00,https://www.inmuebles24.com/casas-en-venta-en-benito-juarez-ordenado-por-fechaonline-descendente.html-pagina-5.html
https://www.inmuebles24.com/propiedades/clasificado/veclcain-casa-en-venta-en-del-valle-sur-150427386.html,26000000,"MN 26,000,000",MXN,venta,Casa,Del Valle Sur,Benito Juárez,Ciudad de México,520.0,526.0,Publicado hace 27 días,2026-07-03T23:29:53Z,2026-07-30T05:47:27.743597+00:00,https://www.inmuebles24.com/casas-en-venta-en-benito-juarez-ordenado-por-fechaonline-descendente.html-pagina-5.html
https://www.inmuebles24.com/propiedades/clasificado/veclcain-casa-en-venta-en-del-valle-sur-150491202.html,23000000,"MN 23,000,000",MXN,venta,Casa,Del Valle Sur,Benito Juárez,Ciudad de México,520.0,534.0,Publicado hace 20 días,2026-07-10T15:57:35Z,2026-07-30T05:47:27.743597+00:00,https://www.inmuebles24.com/casas-en-venta-en-benito-juarez-ordenado-por-fechaonline-descendente.html-pagina-5.html
https://www.inmuebles24.com/propiedades/clasificado/veclcain-casa-en-venta-en-la-col.-vertiz-narvarte-benito-150405047.html,6750000,"MN 6,750,000",MXN,venta,Casa,Independencia,Benito Juárez,Ciudad de México,161.0,40.0,Publicado hace 28 días,2026-07-02T16:04:51Z,2026-07-30T05:47:27.743597+00:00,https://www.inmuebles24.com/casas-en-venta-en-benito-juarez-ordenado-por-fechaonline-descendente.html-pagina-5.html
https://www.inmuebles24.com/propiedades/clasificado/veclcain-casa-en-venta-en-la-colonia-del-valle-150498439.html,8950000,"MN 8,950,000",MXN,venta,Casa,Del Valle Norte,Benito Juárez,Ciudad de México,170.0,95.0,Publicado hace 19 días,2026-07-11T02:19:06Z,2026-07-30T05:47:27.743597+00:00,https://www.inmuebles24.com/casas-en-venta-en-benito-juarez-ordenado-por-fechaonline-descendente.html-pagina-5.html
https://www.inmuebles24.com/propiedades/clasificado/veclcain-casa-en-venta-en-letran-valle-150441159.html,10500000,"MN 10,500,000",MXN,venta,Casa,Letrán Valle,Benito Juárez,Ciudad de México,323.0,136.0,Publicado hace 24 días,2026-07-06T06:27:49Z,2026-07-30T05:48:25.773431+00:00,https://www.inmuebles24.com/casas-en-venta-en-benito-juarez-ordenado-por-fechaonline-descendente.html-pagina-5.html
https://www.inmuebles24.com/propiedades/clasificado/veclcain-casa-en-venta-en-mixcoac-150428635.html,20000000,"MN 20,000,000",MXN,venta,Casa,Mixcoac,Benito Juárez,Ciudad de México,718.0,718.0,Publicado hace 27 días,2026-07-03T23:59:07Z,2026-07-30T05:48:25.773431+00:00,https://www.inmuebles24.com/casas-en-venta-en-benito-juarez-ordenado-por-fechaonline-descendente.html-pagina-5.html
https://www.inmuebles24.com/propiedades/clasificado/veclcain-casa-en-venta-en-moderna-150446279.html,7000000,"MN 7,000,000",MXN,venta,Casa,Moderna,Benito Juárez,Ciudad de México,230.0,198.0,Publicado hace 24 días,2026-07-06T16:54:50Z,2026-07-30T05:48:25.773431+00:00,https://www.inmuebles24.com/casas-en-venta-en-benito-juarez-ordenado-por-fechaonline-descendente.html-pagina-5.html
https://www.inmuebles24.com/propiedades/clasificado/veclcain-casa-en-venta-en-narvarte-oriente-150490016.html,29500000,"MN 29,500,000",MXN,venta,Casa,Narvarte Oriente,Benito Juárez,Ciudad de México,650.0,490.0,Publicado hace 20 días,2026-07-10T06:28:59Z,2026-07-30T05:48:25.773431+00:00,https://www.inmuebles24.com/casas-en-venta-en-benito-juarez-ordenado-por-fechaonline-descendente.html-pagina-5.html
https://www.inmuebles24.com/propiedades/clasificado/veclcain-casa-en-venta-en-narvarte-poniente-150441101.html,10900000,"MN 10,900,000",MXN,venta,Casa,Narvarte Poniente,Benito Juárez,Ciudad de México,372.0,205.0,Publicado hace 24 días,2026-07-06T06:24:54Z,2026-07-30T05:48:25.773431+00:00,https://www.inmuebles24.com/casas-en-venta-en-benito-juarez-ordenado-por-fechaonline-descendente.html-pagina-5.html
https://www.inmuebles24.com/propiedades/clasificado/veclcain-casa-en-venta-en-narvarte-poniente-150473784.html,13900000,"MN 13,900,000",MXN,venta,Casa,Narvarte Poniente,Benito Juárez,Ciudad de México,363.0,287.0,Publicado hace 22 días,2026-07-08T22:39:23Z,2026-07-30T05:48:25.773431+00:00,https://www.inmuebles24.com/casas-en-venta-en-benito-juarez-ordenado-por-fechaonline-descendente.html-pagina-5.html
https://www.inmuebles24.com/propiedades/clasificado/veclcain-casa-en-venta-en-santa-cruz-atoyac-150484055.html,7350000,"MN 7,350,000",MXN,venta,Casa,Santa Cruz Atoyac,Benito Juárez,Ciudad de México,166.0,55.0,Publicado hace 21 días,2026-07-09T19:59:04Z,2026-07-30T05:48:25.773431+00:00,https://www.inmuebles24.com/casas-en-venta-en-benito-juarez-ordenado-por-fechaonline-descendente.html-pagina-5.html
https://www.inmuebles24.com/propiedades/clasificado/veclcain-casa-en-venta-en-xoco-150490017.html,13600000,"MN 13,600,000",MXN,venta,Casa,Xoco,Benito Juárez,Ciudad de México,263.0,108.0,Publicado hace 20 días,2026-07-10T06:29:03Z,2026-07-30T05:48:25.773431+00:00,https://www.inmuebles24.com/casas-en-venta-en-benito-juarez-ordenado-por-fechaonline-descendente.html-pagina-5.html
https://www.inmuebles24.com/propiedades/clasificado/veclcain-casa-en-venta-insurgentes-san-borja-150477045.html,19500000,"MN 19,500,000",MXN,venta,Casa,Insurgentes San Borja,Benito Juárez,Ciudad de México,500.0,500.0,Publicado hace 22 días,2026-07-09T00:27:11Z,2026-07-30T05:48:25.773431+00:00,https://www.inmuebles24.com/casas-en-venta-en-benito-juarez-ordenado-por-fechaonline-descendente.html-pagina-5.html
https://www.inmuebles24.com/propiedades/clasificado/veclcain-casa-en-venta-narvarte-poniente-oportunidad-150393928.html,17900000,"MN 17,900,000",MXN,venta,Casa,Narvarte Poniente,Benito Juárez,Ciudad de México,350.0,350.0,Publicado hace 27 días,2026-07-01T16:22:21Z,2026-07-30T05:48:25.773431+00:00,https://www.inmuebles24.com/casas-en-venta-en-benito-juarez-ordenado-por-fechaonline-descendente.html-pagina-5.html
https://www.inmuebles24.com/propiedades/clasificado/veclcain-casa-portales-sur-150438692.html,18800000,"MN 18,800,000",MXN,venta,Casa,Portales Sur,Benito Juárez,Ciudad de México,645.0,480.0,Publicado hace 25 días,2026-07-05T16:42:07Z,2026-07-30T05:49:21.282266+00:00,https://www.inmuebles24.com/casas-en-venta-en-benito-juarez-ordenado-por-fechaonline-descendente.html-pagina-5.html
https://www.inmuebles24.com/propiedades/clasificado/veclcain-condominio-privado-de-solo-4-casas-ubicacion-gran-150419631.html,6900000,"MN 6,900,000",MXN,venta,Casa,Residencial Emperadores,Benito Juárez,Ciudad de México,189.0,86.0,Publicado hace 27 días,2026-07-03T05:20:39Z,2026-07-30T05:49:21.282266+00:00,https://www.inmuebles24.com/casas-en-venta-en-benito-juarez-ordenado-por-fechaonline-descendente.html-pagina-5.html
https://www.inmuebles24.com/propiedades/clasificado/veclcain-del-valle-vende-casa-en-condominio-horizontal-de-solo-150475011.html,14500000,"MN 14,500,000",MXN,venta,Casa,Del Valle Centro,Benito Juárez,Ciudad de México,215.0,79.0,Publicado hace 22 días,2026-07-08T23:51:36Z,2026-07-30T05:49:21.282266+00:00,https://www.inmuebles24.com/casas-en-venta-en-benito-juarez-ordenado-por-fechaonline-descendente.html-pagina-5.html
https://www.inmuebles24.com/propiedades/clasificado/veclcain-exclusiva-casa-en-condominio-en-la-colonia-del-valle:-150480663.html,9400000,"MN 9,400,000",MXN,venta,Casa,Del Valle Centro,Benito Juárez,Ciudad de México,210.0,280.0,Publicado hace 21 días,2026-07-09T16:14:46Z,2026-07-30T05:49:21.282266+00:00,https://www.inmuebles24.com/casas-en-venta-en-benito-juarez-ordenado-por-fechaonline-descendente.html-pagina-5.html
https://www.inmuebles24.com/propiedades/clasificado/veclcain-maravillosa-residencia-en-venta-con-excelente-150505364.html,18900000,"MN 18,900,000",MXN,venta,Casa,Del Valle Centro,Benito Juárez,Ciudad de México,501.0,319.0,Publicado hace 18 días,2026-07-13T02:33:18Z,2026-07-30T05:49:21.282266+00:00,https://www.inmuebles24.com/casas-en-venta-en-benito-juarez-ordenado-por-fechaonline-descendente.html-pagina-5.html
https://www.inmuebles24.com/propiedades/clasificado/veclcain-maravillosa-residencia-en-venta-con-excelente-y-150505392.html,18900000,"MN 18,900,000",MXN,venta,Casa,Insurgentes San Borja,Benito Juárez,Ciudad de México,501.0,319.0,Publicado hace 18 días,2026-07-13T02:43:11Z,2026-07-30T05:49:21.282266+00:00,https://www.inmuebles24.com/casas-en-venta-en-benito-juarez-ordenado-por-fechaonline-descendente.html-pagina-5.html
https://www.inmuebles24.com/propiedades/clasificado/veclcain-nivara-heriberto-frias:-casa-en-venta-en-del-valle-150475879.html,13700000,"MN 13,700,000",MXN,venta,Casa,Del Valle Centro,Benito Juárez,Ciudad de México,303.0,303.0,Publicado hace 22 días,2026-07-09T00:03:59Z,2026-07-30T05:49:21.282266+00:00,https://www.inmuebles24.com/casas-en-venta-en-benito-juarez-ordenado-por-fechaonline-descendente.html-pagina-5.html
https://www.inmuebles24.com/propiedades/clasificado/veclcain-se-vende-casa-para-remodelar-o-como-terreno-para-150474186.html,13690000,"MN 13,690,000",MXN,venta,Casa,San Pedro de los Pinos,Benito Juárez,Ciudad de México,295.0,265.0,Publicado hace 22 días,2026-07-08T23:01:33Z,2026-07-30T05:49:21.282266+00:00,https://www.inmuebles24.com/casas-en-venta-en-benito-juarez-ordenado-por-fechaonline-descendente.html-pagina-5.html
https://www.inmuebles24.com/propiedades/clasificado/veclcain-se-vende-como-terreno-ideal-para-construir-edificio-150424250.html,18000000,"MN 18,000,000",MXN,venta,Casa,Nativitas,Benito Juárez,Ciudad de México,691.0,459.0,Publicado hace 27 días,2026-07-03T19:36:07Z,2026-07-30T05:49:21.282266+00:00,https://www.inmuebles24.com/casas-en-venta-en-benito-juarez-ordenado-por-fechaonline-descendente.html-pagina-5.html
https://www.inmuebles24.com/propiedades/clasificado/veclcapa-venta-de-casa-portales-sur-excelente-ubicacion-150504955.html,16000000,"MN 16,000,000",MXN,venta,Casa,Portales Sur,Benito Juárez,Ciudad de México,512.0,420.0,Publicado hace 18 días,2026-07-13T01:04:27Z,2026-07-30T05:49:21.282266+00:00,https://www.inmuebles24.com/casas-en-venta-en-benito-juarez-ordenado-por-fechaonline-descendente.html-pagina-5.html
https://www.inmuebles24.com/propiedades/clasificado/veclcain-casa-con-uso-de-suelo-en-venta-en-narvarte-benito-150404982.html,12250000,"MN 12,250,000",MXN,venta,Casa,Piedad Narvarte,Benito Juárez,Ciudad de México,330.0,250.0,Publicado hace 28 días,2026-07-02T16:00:27Z,2026-07-30T05:50:33.064205+00:00,https://www.inmuebles24.com/casas-en-venta-en-benito-juarez-ordenado-por-fechaonline-descendente.html-pagina-6.html
https://www.inmuebles24.com/propiedades/clasificado/veclcain-casa-de-180-m-sup2--de-construccion-con-3-recamaras-150401211.html,8200000,"MN 8,200,000",MXN,venta,Casa,Del Valle Norte,Benito Juárez,Ciudad de México,180.0,51.0,Publicado hace 29 días,2026-07-02T02:49:49Z,2026-07-30T05:50:33.064205+00:00,https://www.inmuebles24.com/casas-en-venta-en-benito-juarez-ordenado-por-fechaonline-descendente.html-pagina-6.html
https://www.inmuebles24.com/propiedades/clasificado/veclcain-casa-en-condominio-santa-cruz-atoyac-150385002.html,8200000,"MN 8,200,000",MXN,venta,Casa,Santa Cruz Atoyac,Benito Juárez,Ciudad de México,113.0,113.0,Publicado hace 30 días,2026-06-30T17:06:09Z,2026-07-30T05:50:33.064205+00:00,https://www.inmuebles24.com/casas-en-venta-en-benito-juarez-ordenado-por-fechaonline-descendente.html-pagina-6.html
https://www.inmuebles24.com/propiedades/clasificado/veclcain-casa-en-venta-cerca-de-san-jose-insurgentes-150407022.html,25000000,"MN 25,000,000",MXN,venta,Casa,San José Insurgentes,Benito Juárez,Ciudad de México,661.0,468.0,Publicado hace 28 días,2026-07-02T18:33:38Z,2026-07-30T05:50:33.064205+00:00,https://www.inmuebles24.com/casas-en-venta-en-benito-juarez-ordenado-por-fechaonline-descendente.html-pagina-6.html
https://www.inmuebles24.com/propiedades/clasificado/veclcain-casa-en-venta-con-acabados-de-lujo-letran-valle-150417412.html,12990000,"MN 12,990,000",MXN,venta,Casa,Letrán Valle,Benito Juárez,Ciudad de México,370.0,156.0,Publicado hace 28 días,2026-07-02T23:52:38Z,2026-07-30T05:50:33.064205+00:00,https://www.inmuebles24.com/casas-en-venta-en-benito-juarez-ordenado-por-fechaonline-descendente.html-pagina-6.html
https://www.inmuebles24.com/propiedades/clasificado/veclcain-casa-en-venta-con-espacios-generosos-y-roof-garden-150388559.html,9500000,"MN 9,500,000",MXN,venta,Casa,San Pedro de los Pinos,Benito Juárez,Ciudad de México,142.0,142.0,Publicado hace 30 días,2026-06-30T20:36:34Z,2026-07-30T05:50:33.064205+00:00,https://www.inmuebles24.com/casas-en-venta-en-benito-juarez-ordenado-por-fechaonline-descendente.html-pagina-6.html
https://www.inmuebles24.com/propiedades/clasificado/veclcain-casa-en-venta-en-benito-juarez-casa-mas-departamento-150383984.html,8800000,"MN 8,800,000",MXN,venta,Casa,Periodista,Benito Juárez,Ciudad de México,225.0,173.0,Publicado hace 30 días,2026-06-30T16:15:40Z,2026-07-30T05:50:33.064205+00:00,https://www.inmuebles24.com/casas-en-venta-en-benito-juarez-ordenado-por-fechaonline-descendente.html-pagina-6.html
https://www.inmuebles24.com/propiedades/clasificado/veclcain-casa-en-venta-en-calle-aniceto-ortega-col.-del-valle-150378717.html,12400000,"MN 12,400,000",MXN,venta,Casa,Del Valle Centro,Benito Juárez,Ciudad de México,270.0,199.0,Publicado hace 31 días,2026-06-30T00:17:12Z,2026-07-30T05:50:33.064205+00:00,https://www.inmuebles24.com/casas-en-venta-en-benito-juarez-ordenado-por-fechaonline-descendente.html-pagina-6.html
https://www.inmuebles24.com/propiedades/clasificado/veclcain-casa-en-venta-en-del-valle-centro-150316659.html,22000000,"MN 22,000,000",MXN,venta,Casa,Del Valle Centro,Benito Juárez,Ciudad de México,382.0,382.0,Publicado hace 36 días,2026-06-24T17:45:10Z,2026-07-30T05:50:33.064205+00:00,https://www.inmuebles24.com/casas-en-venta-en-benito-juarez-ordenado-por-fechaonline-descendente.html-pagina-6.html
https://www.inmuebles24.com/propiedades/clasificado/veclcain-casa-en-venta-en-del-valle-sur-150413448.html,14900000,"MN 14,900,000",MXN,venta,Casa,Del Valle Sur,Benito Juárez,Ciudad de México,296.0,296.0,Publicado hace 28 días,2026-07-02T21:14:06Z,2026-07-30T05:50:33.064205+00:00,https://www.inmuebles24.com/casas-en-venta-en-benito-juarez-ordenado-por-fechaonline-descendente.html-pagina-6.html
https://www.inmuebles24.com/propiedades/clasificado/veclcain-casa-en-venta-en-insurgentes-san-borja-150309406.html,22000000,"MN 22,000,000",MXN,venta,Casa,Insurgentes San Borja,Benito Juárez,Ciudad de México,450.0,275.0,Publicado hace 37 días,2026-06-24T01:09:04Z,2026-07-30T05:51:36.109851+00:00,https://www.inmuebles24.com/casas-en-venta-en-benito-juarez-ordenado-por-fechaonline-descendente.html-pagina-6.html
https://www.inmuebles24.com/propiedades/clasificado/veclcain-casa-en-venta-en-la-del-valle-centro-ovmc-mls-26-150336931.html,8950000,"MN 8,950,000",MXN,venta,Casa,Del Valle Centro,Benito Juárez,Ciudad de México,155.0,155.0,Publicado hace 34 días,2026-06-26T06:23:08Z,2026-07-30T05:51:36.109851+00:00,https://www.inmuebles24.com/casas-en-venta-en-benito-juarez-ordenado-por-fechaonline-descendente.html-pagina-6.html
https://www.inmuebles24.com/propiedades/clasificado/veclcain-casa-en-venta-en-letran-valle-150399883.html,12500000,"MN 12,500,000",MXN,venta,Casa,Letrán Valle,Benito Juárez,Ciudad de México,290.0,170.0,Publicado hace 29 días,2026-07-02T00:12:50Z,2026-07-30T05:51:36.109851+00:00,https://www.inmuebles24.com/casas-en-venta-en-benito-juarez-ordenado-por-fechaonline-descendente.html-pagina-6.html
https://www.inmuebles24.com/propiedades/clasificado/veclcain-casa-en-venta-en-mixcoac-150411675.html,8500000,"MN 8,500,000",MXN,venta,Casa,Merced Gómez,Benito Juárez,Ciudad de México,285.0,182.0,Publicado hace 28 días,2026-07-02T20:38:52Z,2026-07-30T05:51:36.109851+00:00,https://www.inmuebles24.com/casas-en-venta-en-benito-juarez-ordenado-por-fechaonline-descendente.html-pagina-6.html
https://www.inmuebles24.com/propiedades/clasificado/veclcain-casa-en-venta-en-san-pedro-de-los-pinos-150266082.html,10500000,"MN 10,500,000",MXN,venta,Casa,San Pedro de los Pinos,Benito Juárez,Ciudad de México,183.0,132.0,Publicado hace 41 días,2026-06-20T02:47:10Z,2026-07-30T05:51:36.109851+00:00,https://www.inmuebles24.com/casas-en-venta-en-benito-juarez-ordenado-por-fechaonline-descendente.html-pagina-6.html
https://www.inmuebles24.com/propiedades/clasificado/veclcain-casa-en-venta-en-san-pedro-de-los-pinos-150400074.html,9000000,"MN 9,000,000",MXN,venta,Casa,San Pedro de los Pinos,Benito Juárez,Ciudad de México,142.0,142.0,Publicado hace 29 días,2026-07-02T00:17:56Z,2026-07-30T05:51:36.109851+00:00,https://www.inmuebles24.com/casas-en-venta-en-benito-juarez-ordenado-por-fechaonline-descendente.html-pagina-6.html
https://www.inmuebles24.com/propiedades/clasificado/veclcain-casa-en-venta-en-tlacoquemecatl-150343890.html,22000000,"MN 22,000,000",MXN,venta,Casa,Tlacoquemecatl,Benito Juárez,Ciudad de México,345.0,345.0,Publicado hace 34 días,2026-06-26T18:23:04Z,2026-07-30T05:51:36.109851+00:00,https://www.inmuebles24.com/casas-en-venta-en-benito-juarez-ordenado-por-fechaonline-descendente.html-pagina-6.html
https://www.inmuebles24.com/propiedades/clasificado/veclcain-casa-en-venta-en-xoco-150309967.html,13600000,"MN 13,600,000",MXN,venta,Casa,Xoco,Benito Juárez,Ciudad de México,263.0,108.0,Publicado hace 37 días,2026-06-24T01:18:55Z,2026-07-30T05:51:36.109851+00:00,https://www.inmuebles24.com/casas-en-venta-en-benito-juarez-ordenado-por-fechaonline-descendente.html-pagina-6.html
https://www.inmuebles24.com/propiedades/clasificado/veclcain-casa-venta-150372530.html,17500000,"MN 17,500,000",MXN,venta,Casa,San Pedro de los Pinos,Benito Juárez,Ciudad de México,230.0,360.0,Publicado hace 31 días,2026-06-29T18:26:58Z,2026-07-30T05:51:36.109851+00:00,https://www.inmuebles24.com/casas-en-venta-en-benito-juarez-ordenado-por-fechaonline-descendente.html-pagina-6.html
https://www.inmuebles24.com/propiedades/clasificado/veclcain-casa-venta-en-col.-portales-309-m-sup2-150400633.html,9500000,"MN 9,500,000",MXN,venta,Casa,Portales Sur,Benito Juárez,Ciudad de México,309.0,210.0,Publicado hace 29 días,2026-07-02T01:14:01Z,2026-07-30T05:51:36.109851+00:00,https://www.inmuebles24.com/casas-en-venta-en-benito-juarez-ordenado-por-fechaonline-descendente.html-pagina-6.html
https://www.inmuebles24.com/propiedades/clasificado/veclcain-dominio-inmobiliario-propone-en-venta-casa-en-colonia-150320246.html,10500000,"MN 10,500,000",MXN,venta,Casa,Narvarte Poniente,Benito Juárez,Ciudad de México,288.0,183.0,Publicado hace 36 días,2026-06-24T20:11:08Z,2026-07-30T05:52:41.196147+00:00,https://www.inmuebles24.com/casas-en-venta-en-benito-juarez-ordenado-por-fechaonline-descendente.html-pagina-6.html
https://www.inmuebles24.com/propiedades/clasificado/veclcain-n-a:-casa-en-venta-en-letran-valle-150399884.html,13990000,"MN 13,990,000",MXN,venta,Casa,Letrán Valle,Benito Juárez,Ciudad de México,322.0,170.0,Publicado hace 29 días,2026-07-02T00:12:53Z,2026-07-30T05:52:41.196147+00:00,https://www.inmuebles24.com/casas-en-venta-en-benito-juarez-ordenado-por-fechaonline-descendente.html-pagina-6.html
https://www.inmuebles24.com/propiedades/clasificado/veclcain-n-a:-casa-en-venta-en-letran-valle-150399886.html,13800000,"MN 13,800,000",MXN,venta,Casa,Letrán Valle,Benito Juárez,Ciudad de México,373.0,238.0,Publicado hace 29 días,2026-07-02T00:12:58Z,2026-07-30T05:52:41.196147+00:00,https://www.inmuebles24.com/casas-en-venta-en-benito-juarez-ordenado-por-fechaonline-descendente.html-pagina-6.html
https://www.inmuebles24.com/propiedades/clasificado/veclcain-napoles-casas-en-venta-frente-a-parque-en-corredor-150251104.html,14900000,"MN 14,900,000",MXN,venta,Casa,Ampliación Nápoles,Benito Juárez,Ciudad de México,408.0,244.0,Publicado hace 41 días,2026-06-19T15:47:38Z,2026-07-30T05:52:41.196147+00:00,https://www.inmuebles24.com/casas-en-venta-en-benito-juarez-ordenado-por-fechaonline-descendente.html-pagina-6.html
https://www.inmuebles24.com/propiedades/clasificado/veclcain-residencia-con-historia-y-caracter-en-del-valle-centro-150299717.html,18000000,"MN 18,000,000",MXN,venta,Casa,Del Valle Centro,Benito Juárez,Ciudad de México,304.0,494.0,Publicado hace 37 días,2026-06-23T19:10:32Z,2026-07-30T05:52:41.196147+00:00,https://www.inmuebles24.com/casas-en-venta-en-benito-juarez-ordenado-por-fechaonline-descendente.html-pagina-6.html
https://www.inmuebles24.com/propiedades/clasificado/veclcain-se-vende-casa-en-la-calle-de-mitla-en-la-colonia-150275378.html,16500000,"MN 16,500,000",MXN,venta,Casa,Narvarte Oriente,Benito Juárez,Ciudad de México,282.0,315.0,Publicado hace 39 días,2026-06-21T19:01:45Z,2026-07-30T05:52:41.196147+00:00,https://www.inmuebles24.com/casas-en-venta-en-benito-juarez-ordenado-por-fechaonline-descendente.html-pagina-6.html
https://www.inmuebles24.com/propiedades/clasificado/veclcain-vendo-casa-en-la-colonia-del-valle-150376945.html,18000000,"MN 18,000,000",MXN,venta,Casa,Del Valle Sur,Benito Juárez,Ciudad de México,456.0,711.0,Publicado hace 31 días,2026-06-29T21:05:02Z,2026-07-30T05:52:41.196147+00:00,https://www.inmuebles24.com/casas-en-venta-en-benito-juarez-ordenado-por-fechaonline-descendente.html-pagina-6.html
https://www.inmuebles24.com/propiedades/clasificado/veclcain-venta-de-departamento-con-cocina-de-granito-150298784.html,3760000,"MN 3,760,000",MXN,venta,Casa,San Pedro de los Pinos,Benito Juárez,Ciudad de México,78.0,78.0,Publicado hace 37 días,2026-06-23T18:15:56Z,2026-07-30T05:52:41.196147+00:00,https://www.inmuebles24.com/casas-en-venta-en-benito-juarez-ordenado-por-fechaonline-descendente.html-pagina-6.html
https://www.inmuebles24.com/propiedades/clasificado/veclcapa-oportunidad-150300391.html,11000000,"MN 11,000,000",MXN,venta,Casa,Vertiz Narvarte,Benito Juárez,Ciudad de México,259.0,237.0,Publicado hace 37 días,2026-06-23T19:33Z,2026-07-30T05:52:41.196147+00:00,https://www.inmuebles24.com/casas-en-venta-en-benito-juarez-ordenado-por-fechaonline-descendente.html-pagina-6.html
https://www.inmuebles24.com/propiedades/clasificado/veclcapa-venta-casa-4-recamaras-col.-letran-valle-150249375.html,9750000,"MN 9,750,000",MXN,venta,Casa,Letrán Valle,Benito Juárez,Ciudad de México,250.0,165.0,Publicado hace 41 días,2026-06-19T03:51:51Z,2026-07-30T05:52:41.196147+00:00,https://www.inmuebles24.com/casas-en-venta-en-benito-juarez-ordenado-por-fechaonline-descendente.html-pagina-6.html
https://www.inmuebles24.com/propiedades/clasificado/veclcain--casa-de-190-m-sup2--con-3-recamaras-en-venta-en-del-150147448.html,9800000,"MN 9,800,000",MXN,venta,Casa,Del Valle Centro,Benito Juárez,Ciudad de México,190.0,53.0,Publicado hace 51 días,2026-06-09T20:21:37Z,2026-07-30T05:53:41.730446+00:00,https://www.inmuebles24.com/casas-en-venta-en-benito-juarez-ordenado-por-fechaonline-descendente.html-pagina-7.html
https://www.inmuebles24.com/propiedades/clasificado/veclcain-casa-con-3-habitaciones-y-roof-top-con-gran-espacio-150199638.html,13700000,"MN 13,700,000",MXN,venta,Casa,Del Valle Centro,Benito Juárez,Ciudad de México,230.0,300.0,Publicado hace 46 días,2026-06-14T22:47:43Z,2026-07-30T05:53:41.730446+00:00,https://www.inmuebles24.com/casas-en-venta-en-benito-juarez-ordenado-por-fechaonline-descendente.html-pagina-7.html
https://www.inmuebles24.com/propiedades/clasificado/veclcain-casa-con-potencial-de-inversion-en-narvarte-con-jardin-150055155.html,20000000,"MN 20,000,000",MXN,venta,Casa,Narvarte Poniente,Benito Juárez,Ciudad de México,462.0,370.0,Publicado hace 59 días,2026-06-01T16:11:48Z,2026-07-30T05:53:41.730446+00:00,https://www.inmuebles24.com/casas-en-venta-en-benito-juarez-ordenado-por-fechaonline-descendente.html-pagina-7.html
https://www.inmuebles24.com/propiedades/clasificado/veclcain-casa-en-venta-benito-juarez-con-uso-comercial-150216712.html,10900000,"MN 10,900,000",MXN,venta,Casa,Postal,Benito Juárez,Ciudad de México,466.0,166.0,Publicado hace 44 días,2026-06-16T17:00:56Z,2026-07-30T05:53:41.730446+00:00,https://www.inmuebles24.com/casas-en-venta-en-benito-juarez-ordenado-por-fechaonline-descendente.html-pagina-7.html
